We were never offered a drink	We were never offered a drink	we| were never offered| a drink							
They were never offered a drink	They were never offered a drink	they| were never offered| a drink							
We waited over 1/2 hour to 45 minutes	We waited over 1/2 hour to 45 minutes	we| waited| over 1/2 hour to 45 minutes							
Plates were just dumped on the table	Plates were just dumped on the table	plates| were just dumped| on the table							
I was handed the wine list upside down	I was handed the wine list upside down	I| was handed| the wine list upside down							
Plates were dumped on the table	Plates were dumped on the table	plates| were dumped| on the table							
 I was handed the wine list upside-down	I was handed the wine list upside-down	I| was handed| the wine list upside-down							
They delivered us someone else's order	They delivered us someone else's order	they| delivered| us| someone else's order							
They delivered someone else's order	They delivered someone else's order	they| delivered| someone else's order							
The service was exceptional	The service was exceptional	the service| was| exceptional							
There was a feeling that we were served by the army of friendly waiters	There was a feeling that we were served by the army of friendly waiters	there| was| a feeling that we were served by the army of friendly waiters	we| were served| by the army of friendly waiters						
There was a feeling that we were served by an army of waiters	There was a feeling that we were served by an army of waiters	there| was| a feeling that we were served by an army of waiters	we| were served| by an army of waiters						
The waiters were friendly	The waiters were friendly	the waiters| were| friendly							
